"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Greece","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1982",5.82,,,,"Data reference period: Second quarter | Age coverage - minimum age: 14 years old"
"Greece","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1981",4.04,,,,"Data reference period: Second quarter | Age coverage - minimum age: 14 years old"
"Greenland","ADM - Employment and Unemployment for permanent residents","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2015",9.1,,,"Unemployment definition: Two criteria (not in employment and seeking)","Data reference period: End of the year | Population coverage: Nationals, residents | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 64 years old"
"Greenland","ADM - Employment and Unemployment for permanent residents","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2014",10.3,,,"Unemployment definition: Two criteria (not in employment and seeking)","Data reference period: End of the year | Population coverage: Nationals, residents | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 64 years old"
"Greenland","ADM - Employment and Unemployment for permanent residents","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2013",10.1,,,"Unemployment definition: Two criteria (not in employment and seeking)","Data reference period: End of the year | Population coverage: Nationals, residents | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 64 years old"
"Greenland","ADM - Employment and Unemployment for permanent residents","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2012",9.8,,,"Unemployment definition: Two criteria (not in employment and seeking)","Data reference period: End of the year | Population coverage: Nationals, residents | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 64 years old"
"Greenland","ADM - Employment and Unemployment for permanent residents","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2011",9.4,,,"Unemployment definition: Two criteria (not in employment and seeking)","Data reference period: End of the year | Population coverage: Nationals, residents | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 64 years old"
"Greenland","ADM - Employment and Unemployment for permanent residents","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2010",7.8,,,"Unemployment definition: Two criteria (not in employment and seeking)","Data reference period: End of the year | Population coverage: Nationals, residents | Age coverage - minimum age: 18 years old | Age coverage - maximum age: 64 years old"
"Croatia","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2024",5,,,,"Age coverage - maximum age: 74 years old"
"Croatia","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2023",6.121,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2022",6.811,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2021",7.483,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2020",7.389,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2019",6.551,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2018",8.322,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2017",11.078,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2016",13.015,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2015",16.15,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2014",17.209,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2013",17.231,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2012",16.046,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2011",13.678,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2010",11.62,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2009",9.202,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2008",8.53,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2007",9.909,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2006",11.13,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2005",12.598,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2004",13.664,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2003",13.924,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2002",15.053,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Croatia","PC - Population Census","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1991",11.21,,,,"Data reference period: March"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2024",4.5,,,,"Age coverage - maximum age: 74 years old"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2023",4.096,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2022",3.583,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2021",4.021,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2020",4.248,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2019",3.411,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2018",3.667,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2017",4.156,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2016",5.115,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2015",6.813,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2014",7.725,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2013",10.177,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2012",11.003,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2011",11.029,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2010",11.172,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2009",10.03,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2008",7.817,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2007",7.406,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2006",7.494,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2005",7.189,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2004",5.832,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2003",5.79,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2002",5.608,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2001",5.671,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2000",6.563,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1999",6.929,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1998",8.925,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1997",8.991,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1996",10.022,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1995",10.168,,,,"Repository: OECD"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1994",10.847,,,,"Repository: OECD"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1993",12.098,,,,"Repository: OECD"
"Hungary","LFS - Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1992",9.942,,,,"Repository: OECD | Age coverage - maximum age: 74 years old"
"Hungary","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1991",8.5,,,"Unemployment definition: Registered unemployed","Data reference period: December"
"Hungary","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1990",1.7,,,"Unemployment definition: Registered unemployed","Data reference period: December"
"Isle of Man","PC - Population Census","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2016",2.67,,,,"Population coverage: Nationals, residents | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 65 for men and 63 for women"
"Isle of Man","OE - Unemployment Estimates","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2014",1.98,,,"Unemployment definition: Registered unemployed","Data reference period: December | Age coverage - maximum age: 65 years old"
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2013",2.598,,,"Unemployment definition: Registered unemployed","Data reference period: December | Age coverage - maximum age: 64 years old"
"Isle of Man","PC - Population Census","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2011",3.31,,,,"Population coverage: Nationals, residents | Age coverage - minimum age: 16 years old"
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2008",1.4,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2007",1.4,,,"Unemployment definition: Registered unemployed",
"Isle of Man","PC - Population Census","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2006",2.42,,,,"Data reference period: April"
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2005",1.4,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2004",1,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2003",0.8,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2002",0.5,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2000",0.6,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1999",0.8,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1995",4.4,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1994",4.7,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1993",4.9,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1992",4.3,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1990",2.1,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1989",2,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1988",3.3,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1987",5.8,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1986",7.7,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1985",8,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1984",7.4,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1983",7.1,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1982",5.9,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1981",4.6,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1980",2.9,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1979",2.3,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1978",3.1,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1977",3.7,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1976",3.5,,,"Unemployment definition: Registered unemployed",
"Isle of Man","ADM-EOR - Registered Unemployment Records","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1975",3.1,,,"Unemployment definition: Registered unemployed",
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2024",4.3,,,,"Age coverage - maximum age: 74 years old"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2023",4.243,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2022",4.465,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2021",6.357,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2020",5.623,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2019",4.95,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2018",5.741,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2017",6.713,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2016",8.374,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2015",9.908,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2014",11.858,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2013",13.735,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2012",15.451,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2011",15.354,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2010",14.534,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2009",12.609,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2008",6.774,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2007",4.98,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2006",4.355,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2005",4.237,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2004",4.491,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2003",4.478,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2002",4.216,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2001",3.684,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2000",4.318,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1999",5.804,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1998",7.699,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1997",10.191,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1996",11.692,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1995",11.97,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1994",14.544,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1993",15.571,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1992",15.021,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1991",15.771,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1990",14.077,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1989",16.092,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1988",17.431,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1987",18.056,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1986",18.02,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1985",17.92,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1984",16.438,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ireland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","1983",14.764,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iceland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2023",3.518,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iceland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2022",3.789,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iceland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2021",6.029,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iceland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2020",5.478,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iceland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2019",3.507,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iceland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2018",2.704,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iceland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2017",2.742,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iceland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2016",2.978,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iceland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2015",3.979,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iceland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2014",4.897,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iceland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2013",5.376,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iceland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2012",6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Iceland","LFS - EU Labour Force Survey","Unemployment rate by sex and age (%)","Total","Age (Aggregate bands): Total","2011",7.028,,,,"Repository: ILO-STATISTICS - Micro data processing"
